,File Name,Bacteroides,Parabacteroides,Phocaeicola,Butyricimonas,Uncultured Organism,Faecalibacterium,Intestinimonas,Streptomyces,Candidatus,Agathobaculum,Intestinibacillus,Amphibalanus,Cyanobium,Pseudomonas,Owariibacterium,Sulfitobacter,Flavonifractor,Oscillospiraceae,Dysosmobacter,Oscillibacter,Pseudoflavonifractor,Pusillimonas,Bacterium,Sobemovirus,Mycobacterium,Methylocystis,Rubrivivax,Curtobacterium,Lysobacter,Bradyrhizobium,Aristaeella,Eubacterium,Ruminococcus,Coprococcus,Lachnospira,Caulobacter,Roseburia,Caudoviricetes,Anaerotruncus,Subdoligranulum,Chitinibacter,Enterocloster,Blautia,Anaerostipes,Uncultured,Lachnoclostridium,Dorea,Unidentified,Mediterraneibacter,Agathobacter,Clostridiales,Clostridium,Ilyobacter,Olsenella,Ruthenibacterium,Vescimonas,Brevibacillus,Phascolarctobacterium,Sellimonas,Bacteriophage,Lysinibacillus,Prevotella,Segatella,Xylanibacter,Paenibacillus,Geobacillus,Bacillus,Dialister,Halanaerobium,Shouchella,Metabacillus,Thermacetogenium,Fictibacillus,Ornithinibacillus,Thermanaerosceptrum,Tepidibacillus,Sutcliffiella,Anoxybacter,Caproicibacterium,Eisenbergiella,Anaerocolumna,Marvinbryantia,Rossellomorea,Bacillota,Domibacillus,Caproicibacter,Caproiciproducens,Qiania,Novisyntrophococcus,Lactonifactor,Wansuia,Treponema,Syntrophococcus,Fusobacterium,Lacrimispora,Cellulosilyticum,Leptotrichia,Faecalicatena,Intestinibacter,Vallitalea,Anaerotignum,Brachyspira,Sebaldella,Listeria,Flavobacterium,Heyndrickxia,Halomonas,Campylobacter,Epilithonimonas,Desulfovibrio,Helicobacter,Weizmannia,Thiomicrorhabdus,Sulfurospirillum,Acinetobacter,Otariodibacter,Marivirga,Peptacetobacter,Terrisporobacter,Anaerobutyricum,Megasphaera,Hungatella,Bengtsoniella,Marseille,Nocardiopsis,Nonomuraea,Brachybacterium,Actinoplanes,Microbacterium,Corynebacterium,Cloacibacillus,Devosia,Embleya,Frigidibacter,Rathayibacter,Nocardioides,Krasilnikovia,Afipia,Glycomyces,Limimaricola,Actinoallomurus,Chelativorans,Lawsonibacter,Rhodovastum,Streptococcus,Mordavella,Macrococcoides,Thermaerobacillus,Desulfotomaculum,Desulfitobacterium,Sporosarcina,Carnobacterium,Thermocaproicibacter,Altererythrobacter,Macrococcus,Gemella,Mesobacillus,Croceicoccus,Alkalihalobacillus,Enterococcus,Simiaoa,Wujia,Eshraghiella,Waltera,Bifidobacterium,Emergencia,Adlercreutzia,Pelobacter,Dehalogenimonas,Nitrospira,Bradymonas,Sporolactobacillus,Desulfoscipio,Desulfuromonas,Heliomicrobium
10,ERR10786172.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ERR10786196.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ERR10786188.fastq,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,0.125,,,,,0.125,,,,,,,,,,,,,,0.125,,0.25,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ERR10786175.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.07142857142857142,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ERR10786191.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ERR10786193.fastq,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.32,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ERR10786177.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,,0.30612244897959184,0.24489795918367346,0.12244897959183673,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ERR10786173.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ERR10786197.fastq,0.42,0.24,0.24,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ERR10786168.fastq,,,,,,,,,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,0.0967741935483871,0.0967741935483871,,,,0.03225806451612903,0.016129032258064516,,,,0.1935483870967742,0.06451612903225806,,,0.03225806451612903,0.06451612903225806,,,0.08064516129032258,0.03225806451612903,,,,,,,,,0.016129032258064516,,,,,,,,,,,,,,,,,,,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ERR10786195.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ERR10786208.fastq,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,,,,,,,,,,0.8103448275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ERR10786171.fastq,,,,,,,,,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,0.10416666666666667,,,,,,,,,,0.08333333333333333,,,,,,0.020833333333333332,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,0.020833333333333332,,,0.020833333333333332,,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ERR10786180.fastq,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,0.02127659574468085,,,,0.0425531914893617,,,,,,0.0851063829787234,0.02127659574468085,,,,,,,,,,,,,,,,,,0.02127659574468085,,,,,0.0425531914893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2553191489361702,0.0851063829787234,0.0851063829787234,0.06382978723404255,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ERR10786204.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18421052631578946,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,0.02631578947368421,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ERR10786199.fastq,,,,,,,,,0.04081632653061224,,,,,,,,,,0.02040816326530612,0.04081632653061224,,,,,,,,,,,,0.12244897959183673,0.04081632653061224,,,,,,,,,,0.12244897959183673,,,,,,0.02040816326530612,,,0.42857142857142855,,,,0.02040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.02040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ERR10786206.fastq,,,,,,,,0.1111111111111111,0.022222222222222223,,,,,,0.022222222222222223,,0.022222222222222223,,,,0.022222222222222223,,,,,,,,,,,,,,,,,0.022222222222222223,,,,,,,,,,,,,,,,,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15555555555555556,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ERR10786182.fastq,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ERR10786202.fastq,0.06382978723404255,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06382978723404255,0.09574468085106383,0.10638297872340426,,,0.1595744680851064,,,,,,0.0425531914893617,0.0425531914893617,,,0.02127659574468085,,0.2553191489361702,0.07446808510638298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,0.031914893617021274,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ERR10786186.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08108108108108109,0.21621621621621623,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05405405405405406,,0.16216216216216217,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,,,,,,,,,,,,,,,,
30,ERR10786160.fastq,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ERR10786184.fastq,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,0.3939393939393939,,,,,,,0.030303030303030304,,,0.030303030303030304,,0.06060606060606061,0.06060606060606061,,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030303030303030304,,,,,,,,,,,,,,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,,,,,,,,,,,
32,ERR10786179.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ERR10786200.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12244897959183673,0.08163265306122448,,,,,,,,,,,,,0.02040816326530612,,0.6938775510204082,,,,,,,,,,0.061224489795918366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ERR10786167.fastq,,,,,,0.375,,,,,,,,,,,0.0625,,0.125,0.0625,,,,,,,,,,,,,,,,,,0.0625,,0.0625,,,,,,,,,,,,0.0625,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ERR10786183.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
36,ERR10786207.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ERR10786205.fastq,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ERR10786181.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ERR10786198.fastq,,,,,,,,,0.05714285714285714,,,,,,,,0.2571428571428571,,,,0.02857142857142857,,,,0.02857142857142857,,,,,,,,0.05714285714285714,,,,,,0.02857142857142857,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11428571428571428,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
40,ERR10786161.fastq,0.95,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ERR10786201.fastq,0.39473684210526316,,0.5921052631578947,,0.013157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ERR10786185.fastq,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ERR10786178.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ERR10786187.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ERR10786203.fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
